업체명	배출량	주소	시	군구	위도	경도
한일산업(주)	122519	경기도 시흥시 군자천로237번길 75	경기도	시흥시	126.7207402	37.3433494
한일산업(주)	85049	경기도 안산시 단원구 살막길 43	경기도	안산시 단원구	126.7511241	37.324035
한일스틸주식회사	0	부산광역시 사상구 가야대로48번길 53	부산광역시	사상구	128.9778381	35.1491438
한일전기주식회사	12	강원도 원주시 우산공단길 10	강원도	원주시	127.942075	37.374974
한일화학공업(주)	311	경기도 시흥시 공단1대로 37	경기도	시흥시	126.7097994	37.3486082
한진케미칼(주)	374	울산광역시 울주군 온산읍 화산로 110-24 한진케미칼	울산광역시	울주군 온산읍	129.3309949	35.4204044
한진화학(주)	1300	경기도 의왕시 고천공업로 28	경기도	의왕시	126.9697283	37.3510947
한화종합화학(주)대산사업장	1	충청남도 서산시 대산읍 독곶2로 103 한화종합화학	충청남도	서산시 대산읍	126.3533106	37.0036641
한화케미칼(주) 티디아이	0	전라남도 여수시 여수산단2로 46-47	전라남도	여수시	127.6576114	34.8087043
한화케미칼(주)여수1공장	12897	전라남도 여수시 여수산단3로 117	전라남도	여수시	127.6658582	34.8189964
한화케미칼(주)여수2공장	0	전라남도 여수시 여수산단로 349-31	전라남도	여수시	127.6646489	34.8146168
한화케미칼(주)울산1공장	6598	울산광역시 남구 상개로 141	울산광역시	남구	129.3165789	35.4976563
한화케미칼(주)울산2공장	25997	울산광역시 남구 산업로440번길 22	울산광역시	남구	129.3476629	35.5238302
한화케미칼(주)울산3	189	울산광역시 남구 용연로230번길 22	울산광역시	남구	129.3583195	35.4724963
한화테크윈(주) 3사업장	1313	경남 창원시 성산구 공단로 69 한화테크윈 3	경상남도	창원시 성산구	128.6329283	35.213595
한화테크윈(주)제2사업장	2	경남 창원시 성산구 창원대로 1204	경상남도	창원시 성산구	128.713047	35.1918312
한화토탈(주)	28303	충청남도 서산시 대산읍 독곶2로 103 한화토탈	충청남도	서산시 대산읍	126.3533106	37.0036641
한황산업(주)	2	경상남도 창원시 진해구 남의로43번길 28	경상남도	창원시 진해구	128.7863875	35.1173071
해광지오메트	3024	부산광역시 강서구 화전산단2로133번길 29	부산광역시	강서구	128.8855328	35.1063742
헨켈코리아(유)오토모티브지점	4	충청북도 음성군 금왕읍 대금로 1298	충청북도	음성군 금왕읍	127.5783082	36.9827208
현대EP(주)울산PS공장	2768	울산광역시 남구 사평로 108-256	울산광역시	남구	129.3315665	35.4908556
현대모비스(김천공장)	221	경상북도 김천시 공단로 258-45	경상북도	김천시	128.1238956	36.1493042
현대모비스(주)	0	충청북도 진천군 문백면 사양2길 95	충청북도	진천군 문백면	127.4623321	36.8419064
현대비앤지스틸(주)	0	경상남도 창원시 성산구 적현로 124	경상남도	창원시 성산구	128.608975	35.211651
현대삼호중공업(주)	337593	전라남도 영암군 삼호읍 대불로 93	전라남도	영암군 삼호읍	126.3775928	34.7389802
현대성우쏠라이트(주)경주공장	349	경북 경주시 건천읍 용명공단길 183-12 현대성우쏠라이트	경상북도	경주시 건천읍	129.1130634	35.8645413
현대성우캐스팅(주)포항공장	0	경상북도 포항시 남구 철강로 459	경상북도	포항시 남구	129.384872	35.9708912
현대스틸산업(주)	0	충청남도 천안시 서북구 성거읍 천흥8길 18-9	충청남도	천안시 서북구 성거읍	127.213819	36.8822396
현대시멘트(주)영월공장	0	강원도 영월군 한반도면 화랏길 57	강원도	영월군 한반도면	128.3205389	37.230927
현대오일뱅크	3418	충청남도 서산시 대산읍 평신2로 182 현대오일뱅크	충청남도	서산시 대산읍	126.401423	37.0015069
현대위아(주)	3	경상남도 창원시 성산구 정동로 153	경상남도	창원시 성산구	128.6878888	35.203244
현대위아주식회사창원5공장	324	경상남도 창원시 성산구 월림로 46	경상남도	창원시 성산구	128.638875	35.209218
현대자동차(주)아산공장	8423	충청남도 아산시 인주면 현대로 1077	충청남도	아산시 인주면	126.8726875	36.8493154
현대자동차(주)울산공장	44129	울산광역시 북구 염포로 700	울산광역시	북구	129.37755	35.551339
현대자동차(주)전주공장	3546	전라북도 완주군 봉동읍 완주산단5로 163	전라북도	완주군 봉동읍	127.1362085	35.9489565
현대제철(주)당진일관제철소	8604	충청남도 당진시 송악읍 북부산업로 1480 현대제철	충청남도	당진시 송악읍	126.7315169	36.9864442
현대제철(주)인천공장	268	인천광역시 동구 중봉대로 63	인천광역시	동구	126.6415396	37.4899517
현대제철(주)포항1공장	38	경상북도 포항시 남구 동해안로 6363	경상북도	포항시 남구	129.3741165	36.0056385
현대제철순천공장	323	전라남도 순천시 해룡면 인덕로 300	전라남도	순천시 해룡면	127.581401	34.917139
현대제철포항2공장	4	경상북도 포항시 남구 철강로314번길 36	경상북도	포항시 남구	129.3702948	35.9761502
현대종합금속(주)	0	경상북도 포항시 남구 대송로 100	경상북도	포항시 남구	129.3679008	35.9896544
현대종합금속(주)고창공장	0	전라북도 고창군 흥덕면 선운대로 3663 현대종합금속	전라북도	고창군 흥덕면	126.6910395	35.5198989
현대중공업(주)군산조선소	214842	전라북도 군산시 서해로 625	전라북도	군산시	126.5379758	35.966538
현대중공업(주)냉천배관공장	0	경상북도 경주시 외동읍 영지로 50	경상북도	경주시 외동읍	129.3018199	35.7189178
현대중공업(주)본공장	549544	울산광역시 동구 방어진순환도로 1000	울산광역시	동구	129.4357327	35.5283932
현대중공업(주)용연공장	27422	울산광역시 남구 처용로 800	울산광역시	남구	129.3676364	35.4692796
현대중공업(주)해양사업본부온산공장	0	울산광역시 울주군 온산읍 연자로 72 현대중공업	울산광역시	울주군 온산읍	129.3611605	35.4171673
현대중공업(주)해양사업부	88585	울산광역시 동구 방어진순환도로 400	울산광역시	동구	129.4085229	35.4764353
현대타포린	0	경상북도 경산시 남천면 대명길3길 60	경상북도	경산시 남천면	128.7208732	35.7710805
현대페인트(주)	1	인천광역시 부평구 부평북로 77	인천광역시	부평구	126.7013875	37.52305
현우산업(주)	867	인천광역시 남구 염전로 181	인천광역시	남구	126.662779	37.4770854
형제제판	2	경기도 시흥시 군자천로131번길 4	경기도	시흥시	126.7203823	37.3323106
호진플라텍	0	경기도 안산시 단원구 목내로119번길 91	경기도	안산시 단원구	126.7755608	37.311821
홍덕산업(주)건천SSW공장	0	경상북도 경주시 건천읍 용명공단길 173-160 홍덕산업	경상북도	경주시 건천읍	129.1071067	35.8731
홍덕산업(주)포항SC공장	0	경상북도 포항시 남구 대송면 철강산단로66번길 80	경상북도	포항시 남구 대송면	129.3737263	35.9547592
홍덕산업(주)포항SW공장	0	경상북도 포항시 남구 장흥로39번길 51	경상북도	포항시 남구	129.3743381	35.9773812
홍덕산업(주)포항skw공장	0	경상북도 포항시 남구 대송면 송덕로 81	경상북도	포항시 남구 대송면	129.3772364	35.958298
홍덕산업주식회사	0	경상북도 포항시 남구 철강로 328	경상북도	포항시 남구	129.3739108	35.9789409
화영상사	31	경상남도 김해시 분성로579번길 33	경상남도	김해시	128.9088304	35.2389105
화일약품주식회사	0	경기도 화성시 향남읍 제약공단3길 57	경기도	화성시 향남읍	126.9013712	37.0922348
후덕한금속(주)	0	경기도 포천시 화합로 248	경기도	포천시	127.1372495	37.8398701
휴켐스주식회사	2756	전라남도 여수시 상암로 963	전라남도	여수시	127.742302	34.8486212
흥국제선(주)포항공장	0	경상북도 포항시 남구 장흥로39번길 70	경상북도	포항시 남구	129.3758005	35.9756731
흥진산업(주)2공장	0	부산 사하구 다산로 125	부산광역시	사하구	128.9573131	35.0637356
희성금속(주)	8	인천광역시 서구 가재울로 14	인천광역시	서구	126.6756541	37.4820601
희성정밀	5	경상남도 창원시 성산구 창원대로1144번길 67	경상남도	창원시 성산구	128.7045804	35.1909726
희성정밀(주)	0	경상남도 창원시 성산구 정동로62번길 24	경상남도	창원시 성산구	128.6867455	35.1960551
희성촉매(주)	6	경기도 시흥시 소망공원로 91	경기도	시흥시	126.7114662	37.3417577
(주)TCC동양	13	경상북도 포항시 남구 괴동로 100 동양석판	경상북도	포항시 남구	129.3731669	35.9882862
(주)건홍지오메트	31991	경상남도 양산시 소주공단 6길 40-25	경상남도	양산시	129.1478488	35.4153465
(주)단석산업군산지점	1	전라북도 군산시 요죽안2길 23-15	전라북도	군산시	126.5658336	35.9629173
(주)포스코광양제철소	2059	전라남도 광양시 폭포사랑길 20-26 제철소본부	전라남도	광양시	127.736025	34.9329096
SK에너지(주)경인물류센터인천	97	인천 중구 항동7가	인천광역시	중구	126.6022125	37.4538096
SK에너지(주)대구물류센터	156	대구 동구 내곡동 345	대구광역시	동구	128.7579181	35.879745
국제약품(주)	321	경기도 안산시 단원구 초지동 648	경기도	안산시 단원구	126.7952742	37.3025927
대영포장(주)달성공장	100	대구광역시 달성군 구지면 고봉리 227	대구광역시	달성군 구지면	128.4383632	35.6478143
대정화금(주)	1783	경기도 시흥시 서해안로 186	경기도	시흥시	126.7056263	37.3468422
로얄금속공업(주)	6	경기도 부천시 경인로392번길 22	경기도	부천시	126.7989382	37.4812123
롯데케미칼(주)대산공장	37156	충청남도 서산시 대산읍 독곶1로 54	충청남도	서산시 대산읍	126.3807672	37.0071004
비엔케미칼	0	경남 양산시 주남동 540-2	경상남도	양산시	129.1547452	35.4206079
삼성전자(주)기흥	585	경기도 용인시 기흥구 농서동 161	경기도	용인시 기흥구	127.0835926	37.2287132
신풍금속(주)	0	인천광역시 서구 건지로153번길  11-20	인천광역시	서구	126.6563546	37.5005384
신한일전기(주)	557	경기도 부천시 중동로 22	경기도	부천시	126.765	37.4814512
신한중공업(주)	24512	울산광역시 울주군 온산읍 우봉리 117번지	울산광역시	울주군 온산읍	129.353927	35.4042864
에스디코리아(주)	22	경기도 화성시 무하로110번길 92	경기도	화성시 남양읍	126.8548033	37.1754755
오일허브코리아여수(주)	19	전라남도 여수시 신덕동 325	전라남도	여수시	127.7579169	34.8295274
이니츠	708	울산광역시 남구 황성동 326-2	울산광역시	남구	129.3548989	35.4626949
주식회사티티티	30384	충청남도 천안시 동남구 성남면 신사대화로 277	충청남도	천안시 동남구 성남면	127.2491684	36.7373421
징콕스코리아주식회사	8	경북 경주시 천북면 천북산단로1길 8-65	경상북도	경주시 천북면	129.265995	35.9385137
타타대우상용차주식회사	0	전라북도 군산시 소룡동 1589-1	전라북도	군산시	126.5928376	35.964823
한국석유공사평택지사	2	경기도 평택시 포승읍 원정리 1-37	경기도	평택시 포승읍	126.7896314	36.997276
영풍정밀(주)인천공장	0	인천광역시 서구 경서동 363-158	인천광역시	서구	126.6417266	37.552757
히로세코리아(주)	2	경기도 시흥시 희망공원로 250	경기도	시흥시	126.7247398	37.3431244
