업체명	배출량	주소	시	군구	위도	경도
웨이브일렉트로닉스	0	경기 평택시 포승읍 평택항로268번길 142 웨이브일렉트로닉스	경기도	평택시 포승읍	126.8507835	36.9851603
유노테크(주)	26	경기도 안산시 단원구 만해로229번길 20	경기도	안산시 단원구	126.7647947	37.3233964
유니켐	23	경기도 안산시 단원구 해봉로 38	경기도	안산시 단원구	126.7597874	37.3069547
유성기업(주)	871	충청남도 아산시 둔포면 운용리 279-47 충청남도 아산시 둔포면 아산밸리동로 22	충청남도	아산시 둔포면	127.065958	36.9354786
유성기업(주)영동공장	82	충청북도 영동군 용산면 용산공단길 64	충청북도	영동군 용산면	127.8452125	36.25745
유성네오테크(주)	1	경상남도 창원시 의창구 남면로 125	경상남도	창원시 의창구	128.636863	35.223101
유성씨앤에프(주)	139	강원 원주시 우산공단길 8-33 유성씨앤에프	강원도	원주시	127.942975	37.377307
유스켐(주)	2350	전라북도 익산시 석암로1길 78	전라북도	익산시	127.0021088	35.9559031
유승건기산업(주)	0	경남 양산시 덕명로 165	경상남도	양산시	129.165326	35.3830879
유신메라민공업(주)	428	경기도 안산시 단원구 산단로67번길 150	경기도	안산시 단원구	126.7713721	37.3066866
유신포장공업(주)	13000	경상북도 영천시 본촌공단1길 21	경상북도	영천시	128.951725	35.9196596
유진데코	233	인천광역시 남동구 남동동로33번길 28-12	인천광역시	남동구	126.691911	37.3900387
유한회사디알텍	30	경기도 수원시 영통구 매영로159번길 19	경기도	수원시 영통구	127.0601094	37.266324
윤진산업(주)	340	경기도 안산시 단원구 시우로 70	경기도	안산시 단원구	126.8022959	37.3046225
율촌화학(주)연포장2공장	0	경기도 안산시 단원구 원시로 143	경기도	안산시 단원구	126.7823046	37.3104288
이건산업(주)	0	인천광역시 남구 염전로 91	인천광역시	남구	126.6565522	37.4829703
이니스트에스티	15448	충청북도 음성군 금왕읍 신내로 500	충청북도	음성군 금왕읍	127.5322092	36.9823319
이수씨엔피	0	경기도 고양시 덕양구 덕은로 110	경기도	고양시 덕양구	126.8743812	37.5804646
이수화학(주)울산공장	209	울산광역시 남구 사평로 108-224	울산광역시	남구	129.3319809	35.4928209
이영산업기계(주)	29	울산광역시 울주군 온산읍 산암로 364	울산광역시	울주군 온산읍	129.3662597	35.4340102
이오에스(주)	843	인천광역시 남동구 남동대로215번길 103	인천광역시	남동구	126.6918038	37.4064181
이일산업(주)	40	전라남도 여수시 삼동로 27-9	전라남도	여수시	127.6534188	34.8001717
이화다이아몬드공구(주)	16	충청북도 청원군 옥산면 오산가좌로 415-13	충청북도	청주시 흥덕구 옥산면	127.3615194	36.6937073
이화요업(주)	0	경상남도 함양군 함양읍 쟁피길 10 쟁피길10	경상남도	함양군 함양읍	127.773711	35.530652
이화팜텍(주)	0	경기도 파주시 문산읍 돈유3로 80	경기도	파주시 문산읍	126.8151872	37.8624172
인성산업(주)	153	울산광역시 남구 납도로 64	울산광역시	남구	129.358488	35.513825
인성산업(주)	7527	전라남도 여수시 산단중앙로 181	전라남도	여수시	127.6560236	34.8277016
인지에이엠티(주)	1	충청남도 당진시 송악읍 부곡공단4길 28-156	충청남도	당진시 송악읍	126.7783414	36.9525794
인천화학(주)	2	인천광역시 서구 건지로 98-21	인천광역시	서구	126.6538052	37.4974436
일동제약(주)청주공장	14270	충청북도 청주시 흥덕구 공단로98번길 53	충청북도	청주시 흥덕구	127.4418666	36.6408699
일신금속공업(주)	7	경기도 안산시 단원구 강촌로139번길 91	경기도	안산시 단원구	126.7688486	37.3228944
일양화학(주)	195	전라남도 여수시 여수산단2로 14	전라남도	여수시	127.6581783	34.8012809
일진Materials(주)	0	전라북도 익산시 석암로3길 63-25	전라북도	익산시	127.0032629	35.9532412
일흥합성공업(주)	35	전라북도 익산시 서동로 576	전라북도	익산시	127.0084021	35.9488954
입시화학(주)	2	경기도 안산시 단원구 산단로19번길 104	경기도	안산시 단원구	126.7733613	37.3011058
자화전자(주)	1	충청북도 청원군 북이면 충청대로 1217	충청북도	청주시 청원구 북이면	127.5470164	36.7510272
재원산업(주)	29	전라남도 여수시 낙포단지길 79	전라남도	여수시	127.7620499	34.8634268
전영화전(주)	7	경기도 안산시 단원구 강촌로 90 성곡동 637-1	경기도	안산시 단원구	126.7586872	37.3176699
정광테크(주)	8	광주광역시 광산구 손재로 436-9	광주광역시	광산구	126.7962564	35.2050653
정광하이텍(주)	13	광주광역시 광산구 하남산단3번로 14-26	광주광역시	광산구	126.7993401	35.1884479
정도이앤피주식회사	0	경기도 안산시 단원구 범지기로141번길 9	경기도	안산시 단원구	126.7913625	37.3083333
정우화인(주)	1023	전라북도 익산시 석암로1길 63-8	전라북도	익산시	127.0008947	35.9557459
정화폴리테크공업(주)	0	경기도 시흥시 경제로 95	경기도	시흥시	126.7082541	37.3370497
제이더블유중외제약주식회사	720	경기도 시흥시 경제로 56	경기도	시흥시	126.7043376	37.3385667
제이에이치화학공업(주)	0	경상북도 김천시 어모면 산업단지1로 83	경상북도	김천시 어모면	128.1227876	36.157643
제이피아이헬스케어(주)	0	경기도 안산시 단원구 성곡로22번길 43	경기도	안산시 단원구	126.758587	37.3104082
제일모피(주)	35	경기도 안산시 단원구 산단로163번길 129	경기도	안산시 단원구	126.7858543	37.3203056
제일약품(주)	6391	경기도 용인시 처인구 백암면 청강가창로 7	경기도	용인시 처인구 백암면	127.3690977	37.1775481
제일연마공업(주)	9	경상북도 포항시 남구 대송로101번길 34	경상북도	포항시 남구	129.3646125	35.9930929
제일화학(주)	897	경기도 안성시 대덕면 만세로 167-10 제일화학	경기도	안성시 대덕면	127.2298398	37.0315381
조광요턴(주)	197	부산광역시 강서구 과학산단1로 96	부산광역시	강서구	128.8245304	35.1435312
조광페인트(주)부산공장	103	부산광역시 사상구 삼덕로5번길 148	부산광역시	사상구	128.9799349	35.1810106
조광페인트(주)음성공장	84	충청북도 음성군 대소면 대풍산단로 58	충청북도	음성군 대소면	127.4654535	36.9732092
조광피혁(주)	0	충청북도 청주시 흥덕구 공단로126번길 97	충청북도	청주시 흥덕구	127.4429003	36.6424965
조선내화(주)	1	경상북도 포항시 남구 괴동로 114	경상북도	포항시 남구	129.376617	35.9886704
조선내화(주)광양공장	79	전라남도 광양시 산업로 55	전라남도	광양시	127.7512937	34.9348426
조선선재온산(주)2공장	314	울산광역시 울주군 온산읍 화산리 323번지 화산2길 34-13	울산광역시	울주군 온산읍	129.3340128	35.4263065
조인셋(주)	11	경기도 안산시 단원구 해안로 329	경기도	안산시 단원구	126.7923015	37.2985131
조일알미늄(주)	0	경상북도 경산시 진량읍 공단6로 98 신상리 1207-10	경상북도	경산시 진량읍	128.825263	35.868057
존슨매티카탈리스트	0	경기도 화성시 장안면 장안공단6길 49 없음	경기도	화성시 장안면	126.8371144	37.111277
주)DTR	2255	경상남도 진주시 이반성면 진마대로2498번길 11	경상남도	진주시 이반성면	128.3241579	35.1478172
주)백산금속	4	부산광역시 금정구 동천로7번길 79	부산광역시	금정구	129.1234735	35.2300558
주)보광안성공장	140	경기도 안성시 미양면 안성맞춤대로 667	경기도	안성시 미양면	127.2588546	36.9770041
주)지에이산업	4	경상남도 사천시 사남면 공단4로 183	경상남도	사천시 사남면	128.0471707	35.0617832
주)티에스씨고려	3	충청북도 음성군 생극면 생삼로 143-22	충청북도	음성군 생극면	127.5828931	37.020358
주)티에스피에스	0	전라북도 완주군 봉동읍 완주산단5로 248 TSPS	전라북도	완주군 봉동읍	127.1404107	35.9480823
주식회사 동성티씨에스	344	경상남도 김해시 진례면 고모로 81 134 번길	경상남도	김해시 진례면	128.7684733	35.2353415
주식회사 동성티씨에스	101160	충북 청주시 청원구 오창읍 화복로 858-24	충청북도	청주시 청원구 오창읍	127.4311322	36.7463966
주식회사 전영	2	전북 군산시 외항로 970	전라북도	군산시	126.5651105	35.9552328
주식회사 팜한농 울산공장	93	울산광역시 남구 납도로 156	울산광역시	남구	129.3632112	35.5191108
주식회사나노켐	148	경상북도 청도군 청도읍 월곡2길 49	경상북도	청도군 청도읍	128.7552765	35.6307153
주식회사대륙공업	0	경기도 동두천시 강변로702번길 43-37	경기도	동두천시	127.0513389	37.9313883
주식회사덕양울산3공장	471	울산광역시 남구 용잠로 161 주식회사 덕양 울산광역시 3공장	울산광역시	남구	129.3540166	35.4941584
주식회사동남합성	14	충남 서산시 대산읍 죽엽로 413-97 주식회사 동남합성 대산공장	충청남도	서산시 대산읍	126.3837158	37.0054699
주식회사바커케미칼코리아	7556	울산광역시 남구 용연로 34	울산광역시	남구	129.3552539	35.486339
주식회사삼녹	939	경상남도 거제시 연초면 오비4길 54	경상남도	거제시 연초면	128.6136722	34.9199304
주식회사성창	8	경기도 시흥시 옥구천서로93번길 3	경기도	시흥시	126.7073875	37.3354154
주식회사세아창원특수강	11579	경남 창원시 성산구 적현로 147	경상남도	창원시 성산구	128.6049	35.203301
주식회사신흥정기	53	부산광역시 사하구 다산로 241	부산광역시	사하구	128.9543152	35.0740206
주식회사신흥정밀	4770	경기도 안성시 서운면 제3공단3길 53	경기도	안성시 서운면	127.2692639	36.971775
주식회사쎄니트	3980	경상남도 의령군 의령읍 구룡로4남길 53	경상남도	의령군 의령읍	128.2766719	35.316363
주식회사에스디비	658	경기도 안산시 단원구 엠티브이5로 37	경기도	안산시 단원구	126.761875	37.2987043
주식회사에스엔엔씨	6	전라남도 광양시 제철로 2148-139	전라남도	광양시	127.7643195	34.9187446
주식회사에이아이디	3	인천광역시 남동구 남동동로198번길 21	인천광역시	남동구	126.7034961	37.4016782
주식회사웅빈	1	경기도 파주시 조리읍 명봉산로114번길 29	경기도	파주시 조리읍	126.846528	37.7379492
주식회사위스컴시화공장	44	경기도 시흥시 옥구천서로185번길 13	경기도	시흥시	126.7123536	37.3425493
주식회사지알엠	54	충청북도 단양군 매포읍 매포농공단지로 260	충청북도	단양군 매포읍	128.3372422	37.0411482
주식회사천보	4163	충청북도 충주시 주덕읍 중원산업로 312	충청북도	충주시 주덕읍	127.7515883	37.0073333
주식회사카프로	1488	울산광역시 남구 사평로 108-12	울산광역시	남구	129.3288562	35.4949623
주식회사케이에스엠	0	경기도 김포시 대곶면 소래로 71	경기도	김포시 대곶면	126.574538	37.654124
주식회사케이이씨	0	경상북도 구미시 수출대로 41	경상북도	구미시	128.3690732	36.1135207
주식회사코센	0	전라북도 부안군 행안면 부안농공단지길 29	전라북도	부안군 행안면	126.7207328	35.7410112
주식회사태원니들	17540	부산 사상구 사상로469번길 76	부산광역시	사상구	128.983575	35.18746
주식회사퍼스트칼라	74	경기도 시흥시 공단1대로28번길 70	경기도	시흥시	126.703495	37.3435246
주식회사화승소재	1183	경상남도 양산시 유산공단2길 11	경상남도	양산시	129.0310129	35.3515478
주식회사효성용연2공장	1273	울산광역시 남구 처용로487번길 65	울산광역시	남구	129.3532529	35.4831573
주영산업주식회사	0	경상남도 양산시 유산공단11길 36 주영산업주식회사	경상남도	양산시	129.0306056	35.37425
주원특수강(주)	0	경상남도 창원시 진해구 남영로544번길 54	경상남도	창원시 진해구	128.7877	35.11844
주원특수강(주)	0	경상남도 창원시 진해구 두동로 11-18	경상남도	창원시 진해구	128.7926797	35.1227262
중부에스켐(주)	4	충청남도 아산시 영인면 장영실로 681	충청남도	아산시 영인면	126.9853243	36.8989008
중앙피엔피	0	인천광역시 남동구 남동서로270번길 73	인천광역시	남동구	126.7001403	37.4119094
지금강제1공장	20	광주광역시 광산구 도천동 620-2	광주광역시	광산구	126.8147508	35.2151593
지에스에코메탈주식회사	51	울산광역시 울주군 온산읍 화산1길 75-34	울산광역시	울주군 온산읍	129.3376087	35.4276884
지에스이엠주식회사	10	전라북도 익산시 보석로4길 69	전라북도	익산시	126.9774523	35.9427611
지큐피앤씨(주)	6	경기도 안성시 미양면 제2공단1길 16	경기도	안성시 미양면	127.2660116	36.9782716
진명홈바스(주)	8	경기도 안산시 단원구 동산로27번길 96	경기도	안산시 단원구	126.7904107	37.3201445
진양산업(주)	223	경상남도 양산시 유산공단7길 42-1	경상남도	양산시	129.029883	35.3628829
진양폼테크주식회사	159	경상남도 김해시 진례면 서부로476번길 34	경상남도	김해시 진례면	128.7470669	35.2616289
진양화학(주)	44	울산광역시 남구 장생포로 93	울산광역시	남구	129.35495	35.5175833
진주산업(주)	0	충청북도 청주시 청원구 북이면 신대석성로 245	충청북도	청주시 청원구 북이면	127.52012	36.7463374
진흥철강(주)	0	경상남도 양산시 어실로 119	경상남도	양산시	129.0277002	35.371746
천일페인트(주)	28	경기도 양주시 화합로1325번길 333	경기도	양주시	127.0702	37.8499404
천지산업주식회사	37890	경기도 여주군 가남면 은봉리 233-1	경기도	여주시 가남읍	127.5642891	37.1861309
첨단메탈코팅(주)	8000	경기도 평택시 세교산단로 15	경기도	평택시	127.0795335	37.0091217
츄고쿠삼화페인트(주)	15	경남 김해시 한림면 김해대로927번길 322	경상남도	김해시 한림면	128.8010625	35.3049667
칼소닉칸세이코리아주식회사	0	경상남도 김해시 한림면 고모로 800	경상남도	김해시 한림면	128.7802	35.2932167
캐스코주식회사	1	전라북도 정읍시 북면 3산단1길 24	전라북도	정읍시 북면	126.9084433	35.6106877
캐터필라정밀씰(주)	201	경기도 평택시 세교산단로 50-13	경기도	평택시	127.0839702	37.0117817
케이디켐(주)안산지점	0	경기도 안산시 단원구 해안로 234	경기도	안산시 단원구	126.7822777	37.2957844
케이씨에코에너지(주)	306	전라북도 전주시 덕진구 서귀로 211-6	전라북도	전주시 덕진구	127.0767148	35.8555872
케이씨환경서비스(주)	0	전라남도 여수시 진달래길 310-73	전라남도	여수시	127.7300479	34.8484838
케이알코폴리머	457	전라남도 여수시 산단중앙로 434	전라남도	여수시	127.6790606	34.8321302
케이에스씨비(주)	20	경상남도 양산시 두전길 94	경상남도	양산시	129.0287747	35.386703
케이에스케미칼주식회사	9	울산광역시 울주군 온산읍 화산3길 12	울산광역시	울주군 온산읍	129.33527	35.4250051
케이엔케이코팅스(주)	23	경기도 평택시 포승읍 포승공단로 152 케이엔케이코팅스	경기도	평택시 포승읍	126.852074	36.9806547
케이엠피(주)	546	충청남도 아산시 둔포면 해위안길 108	충청남도	아산시 둔포면	127.0285165	36.8955569
케이이티솔루션(주)	43	경기 파주시 파주읍 돈유1로 22 케이이티솔루션	경기도	파주시 파주읍	126.8038268	37.8544468
케이지이티에스(주)	519	경기 시흥시 소망공원로 5 시화공단 1다 106호	경기도	시흥시	126.7048423	37.3461693
케이지케미칼(주)	1	울산광역시 울주군 온산읍 당월로 322 케이지케미칼	울산광역시	울주군 온산읍	129.3557072	35.4340434
코리아니켈(주)	0	울산광역시 울주군 온산읍 공단로 318	울산광역시	울주군 온산읍	129.338408	35.4320552
코스모화학(주)	0	울산광역시 울주군 온산읍 원봉로 55	울산광역시	울주군 온산읍	129.3439069	35.4190894
코오롱글로텍(주)구미공장	311	경상북도 구미시 1공단로6길 166	경상북도	구미시	128.3761907	36.085854
코오롱생명과학(주)	980	충청북도 음성군 대소면 대동로530번길 11-16	충청북도	음성군 대소면	127.5212204	36.9527316
코오롱생명과학(주)김천공장	3198	경상북도 김천시 공단로 238	경상북도	김천시	128.1276313	36.1492126
코오롱생명과학(주)김천제2공장	65	경상북도 김천시 어모면 산업단지2로 77	경상북도	김천시 어모면	128.1254442	36.1633975
코오롱생명과학주식회사충주공장	178355	충청북도 충주시 대소원면 기업도시1로 54	충청북도	충주시 대소원면	127.8298798	36.9986771
코오롱인더스트리(주)구미공장	1256	경상북도 구미시 수출대로 48	경상북도	구미시	128.3749856	36.1029792
코오롱인더스트리(주)김천2공장	1673	경상북도 김천시 공단로 128	경상북도	김천시	128.1387373	36.1457214
코오롱인더스트리(주)김천공장	12	경상북도 김천시 공단로 238	경상북도	김천시	128.1276313	36.1492126
코오롱인더스트리(주)대산공장	665	충청남도 서산시 대산읍 대죽1로 100 코오롱인더스트리	충청남도	서산시 대산읍	126.4113268	36.9966896
코오롱인더스트리(주)울산공장	402	울산광역시 남구 사평로 33	울산광역시	남구	129.3251233	35.4921418
코오롱인더스트리(주)인천공장	21	인천광역시 서구 백범로 680	인천광역시	서구	126.6811473	37.4818883
코오롱인더스트리주식회사여수공장	389	전라남도 여수시 산단중앙로 213	전라남도	여수시	127.6582486	34.825738
코오롱플라스틱(주)	609	경상북도 김천시 응명동 1018번지	경상북도	김천시	128.1317233	36.1528209
코텍성주공장	320	경상남도 창원시 성산구 창원대로1144번길 48	경상남도	창원시 성산구	128.7049136	35.1926636
콘티넨탈오토모티브시스템(주)	0	경기도 이천시 사음로 45-29	경기도	이천시	127.4171864	37.3002008
콘티넨탈오토모티브일렉트로닉스유한회사	0	세종특별자치시 부강면 금호선말길 74-7	세종특별자치시	부강면	127.3622875	36.4981096
콜마파마	40	충청북도 제천시 바이오밸리2로 93	충청북도	제천시	128.1720976	37.152328
타운마이닝캄파니(주)	22	경상북도 구미시 1공단로 216	경상북도	구미시	128.38715	36.1014487
타이코에이엠피유한회사	0	경상북도 경산시 진량읍 공단1로 68	경상북도	경산시 진량읍	128.8266925	35.8736326
타코마테크놀러지(주)	6421	충청남도 논산시 노성면 논산평야로 1168	충청남도	논산시 노성면	127.1145233	36.2546089
태광산업(주)석유화학1공장	0	울산광역시 남구 신여천로 154	울산광역시	남구	129.356475	35.52175
태광산업(주)석유화학3공장	1136	울산광역시 남구 부곡로 68	울산광역시	남구	129.3354634	35.5030035
태광산업(주)울산공장	2204	울산광역시 남구 산업로 304	울산광역시	남구	129.3382617	35.5117415
태광정밀화학(주)	65	경기도 시흥시 경제로 82 시화공단 1마 401호	경기도	시흥시	126.7065678	37.3371196
태광정밀화학(주)	101	전라북도 군산시 가도로 130-18	전라북도	군산시	126.5697072	35.9572007
태양금속공업주식회사	27	경기도 안산시 단원구 해봉로 212	경기도	안산시 단원구	126.7668375	37.3215417
태양합성(주)	58	인천광역시 남동구 남동대로79번길 34	인천광역시	남동구	126.6880625	37.3947987
태양합성(주)제2공장	7	인천광역시 남동구 남동대로79번길 19	인천광역시	남동구	126.6881606	37.3938876
태영화학공업(주)	70	경기도 양주시 남면 휴암로284번길 403-79	경기도	양주시 남면	126.9768617	37.8771794
태창산업(주)구미지점	7	경상북도 구미시 산호대로 127	경상북도	구미시	128.3848159	36.0948361
태창정공(주)	28	부산광역시 강서구 녹산산단261로14번길 51	부산광역시	강서구	128.8516125	35.0906237
테코스(주)	47	경기도 안산시 단원구 산단로163번길 97-18	경기도	안산시 단원구	126.7854607	37.3176551
토다이수(주)	2	강원도 원주시 문막읍 문막공단길 236	강원도	원주시 문막읍	127.8078	37.297792
툴리스러쎌코터스코리아(주)	0	경기도 안산시 단원구 진흥로38번길 8	경기도	안산시 단원구	126.7383507	37.3108862
티씨케이텍스타일(주)	99	경상북도 구미시 1공단로4길 141-11	경상북도	구미시	128.3724292	36.0913139
파미셀(주)케미컬사업부문	47	울산광역시 울주군 온산읍 석당길 8	울산광역시	울주군 온산읍	129.3333074	35.4379117
평택산업(주)	10	경기도 평택시 오성면 서동대로 2087-5	경기도	평택시 오성면	126.9739793	37.0084507
평화발레오다산공장	9382	경상북도 고령군 다산면 다산산단로 228	경상북도	고령군 다산면	128.3756646	35.7960591
평화산업(주)	1414	대구광역시 달성군 논공읍 논공로 597	대구광역시	달성군 논공읍	128.459338	35.738418
평화오일씰공업(주)제3공장	9350	대구광역시 달성군 논공읍 논공중앙로 407	대구광역시	달성군 논공읍	128.473187	35.74351
포스코강판(주)	5	경상북도 포항시 남구 철강로 173	경상북도	포항시 남구	129.3617514	35.988796
포스코강판(주)	0	경상북도 포항시 남구 대송로 243	경상북도	포항시 남구	129.3752318	36.0007063
포스코에너지(주)연료전지	0	경상북도 포항시 북구 흥해읍 영일만산단로88번길 154 포스코에너지	경상북도	포항시 북구 흥해읍	129.4160063	36.0928212
포우산업	161	경상북도 포항시 남구 동해안로 6262	경상북도	포항시 남구	129.3826367	35.9986201
포항세라믹(주)	0	경상북도 포항시 북구 송라면 대전길 97-59	경상북도	포항시 북구 송라면	129.3587316	36.2499313
폴린트컴포지트코리아(주)	2827	전라북도 완주군 봉동읍 완주산단4로 51	전라북도	완주군 봉동읍	127.1223593	35.9423676
풍림유화공업(주)	220	경기도 안산시 단원구 산단로35번길 17	경기도	안산시 단원구	126.783042	37.299378
풍산특수금속(주)	0	인천광역시 계양구 아나지로 157	인천광역시	계양구	126.7089863	37.5262691
풍원화학(주)	16	경기도 안산시 단원구 해봉로255번길 20	경기도	안산시 단원구	126.7682179	37.3262999
풍천실업(주)	1425	충청북도 음성군 삼성면 덕호로 268	충청북도	음성군 삼성면	127.508243	37.0374792
피케이밸브(주)	1224	경상남도 창원시 성산구 공단로 80	경상남도	창원시 성산구	128.634963	35.21121
피피지에스에스씨(주)	0	울산광역시 남구 여천로217번길 19	울산광역시	남구	129.368606	35.5257118
하이에어코리아의장(주)	1867	경상남도 고성군 거류면 거류로 376-48	경상남도	고성군 거류면	128.3910035	34.9679109
하이젠모터(주)	1697	경상남도 창원시 성산구 공단로473번길 57	경상남도	창원시 성산구	128.6728792	35.2085768
하이즈항공(주)진주공장	28	경남 진주시 정촌면 산업로111번길 18	경상남도	진주시 정촌면	128.1072694	35.1266191
하이트진로산업(주)진주공장	0	경상남도 진주시 도동로 58	경상남도	진주시	128.1246641	35.1737483
하이호경금속주식회사	6	전라북도 군산시 새만금북로 133	전라북도	군산시	126.551187	35.9474101
한국경남태양유전(주)	87	경상남도 사천시 사남면 외국기업로 82	경상남도	사천시 사남면	128.0621943	35.063444
한국교세라정공(주)	6953	인천광역시 남동구 남동대로215번길 11 남동공단 69BL 2LT	인천광역시	남동구	126.6963255	37.4038553
한국내화(주)	4	충청남도 당진시 송산면 무수들길 370 한국내화	충청남도	당진시 송산면	126.6729145	36.9750573
한국다우코닝(주)	0	충청북도 진천군 광혜원면 광혜원산단길 24	충청북도	진천군 광혜원면	127.439049	36.9796718
한국로스트왁스(주)	251	경기도 안산시 단원구 시화로 220	경기도	안산시 단원구	126.7394892	37.3154615
한국몰렉스(유)	12	경기도 안산시 단원구 산단로 169	경기도	안산시 단원구	126.789322	37.3108547
한국바스프(주)여수공장	42	전라남도 여수시 여수산단2로 284	전라남도	여수시	127.6515041	34.8187572
한국바스프(주)울산화성공장	698	울산광역시 남구 신여천로 27	울산광역시	남구	129.3432093	35.5175948
한국바이린(주)	425	경기도 평택시 오성면 청오로 367-61	경기도	평택시 오성면	126.9573489	37.0294719
한국분말야금(주)	0	충청남도 아산시 인주면 인주산단로 111	충청남도	아산시 인주면	126.8797224	36.8803604
한국산노프코(주)	1	경기도 평택시 서탄면 수월암4길 175	경기도	평택시 서탄면	127.0317062	37.133372
한국서부발전(주)태안발전본부	0	충청남도 태안군 원북면 발전로 447-40	충청남도	태안군 원북면	126.2310175	36.8981563
한국석유공업(주)울산공장	0	울산광역시 남구 처용로 91	울산광역시	남구	129.345075	35.511133
한국선재주식회사	47	부산광역시 사하구 하신번영로 27	부산광역시	사하구	128.95935	35.085257
한국스기야마(주)	5863	경상남도 양산시 소주공단7길 40	경상남도	양산시	129.1467635	35.4158617
한국스미더스오아시스(주)	2	충청남도 천안시 서북구 입장면 용정도하길 183 한국스미더스오아시스	충청남도	천안시 서북구 입장면	127.1872074	36.9246634
한국쓰리엠(주)	160	전라남도 나주시 문평면 옥당리 91	전라남도	나주시 문평면	126.6311766	35.0205744
한국씨엠비(주)창원공장	0	경상남도 창원시 의창구 반계로 29	경상남도	창원시 의창구	128.610413	35.249068
한국알프스(주)	0	광주광역시 광산구 하남산단5번로 33	광주광역시	광산구	126.799275	35.197643
한국야금(주)	81	충청북도 진천군 광혜원면 광혜원산단2길 54	충청북도	진천군 광혜원면	127.4374752	36.9828456
한국엔지니어링플라스틱주식회사	294	울산광역시 남구 장생포고래로 84	울산광역시	남구	129.366113	35.505242
한국오므론전장(주)	0	경기도 안성시 보개면 보개원삼로 790-12	경기도	안성시 보개면	127.3042218	37.0681886
한국오바라(주)	0	경기도 화성시 향남읍 발안공단로4길 97-23	경기도	화성시 향남읍	126.9006335	37.0817859
한국오츠카제약주식회사	0	경기도 화성시 향남읍 제약공단3길 27	경기도	화성시 향남읍	126.903538	37.094465
한국우에무라(주)	0	경기도 화성시 장안면 장안공단6길 46	경기도	화성시 장안면	126.8384978	37.1122582
한국유미코아(유)	5	충청남도 천안시 서북구 3공단2로 71	충청남도	천안시 서북구	127.1138	36.8372737
한국유미코아신소재	20	충청남도 천안시 서북구 3공단6로 58-9 한국유미코아신소재	충청남도	천안시 서북구	127.1042662	36.8401998
한국이네오스스티롤루션(주)	2727	울산광역시 남구 상개로 143	울산광역시	남구	129.3172946	35.4982783
한국지엠(주)군산공장	0	전라북도 군산시 자유로 34	전라북도	군산시	126.600651	35.9662408
한국지엠주식회사	0	인천광역시 부평구 부평대로 233	인천광역시	부평구	126.7198416	37.5082975
한국지엠주식회사	3	경상남도 창원시 성산구 창원대로 1124	경상남도	창원시 성산구	128.701525	35.19211
한국차량공업(주)하남	3	광주광역시 광산구 손재로 368-33	광주광역시	광산구	126.799538	35.199426
한국철강주식회사	11	경상남도 창원시 성산구 공단로103번길 12	경상남도	창원시 성산구	128.636545	35.2140035
한국케미라화학 주식회사	14	전북 군산시 자유로 233-9	전라북도	군산시	126.5779283	35.9603079
한국코오베용접(주)	8	경상남도 창원시 의창구 차룡단지로 97	경상남도	창원시 의창구	128.622938	35.241401
한국타이어	0	충청남도 금산군 제원면 금강로 1	충청남도	금산군 제원면	127.5270903	36.1170438
한국타이어(주)	0	대전광역시 대덕구 목상동 100 대덕대로 1447	대전광역시	대덕구	127.4101278	36.4488864
한국트린지오유한회사	288	울산광역시 남구 용잠로 360	울산광역시	남구	129.3724897	35.4918052
한국특수전지	6	경상남도 창원시 성산구 웅남로 780	경상남도	창원시 성산구	128.6928673	35.1947362
한국파워트레인(주)제1사업장	106048	경상북도 칠곡군 왜관읍 공단로 82	경상북도	칠곡군 왜관읍	128.4081193	35.9610672
한국파워트레인(주)제3사업장	16803	경상북도 성주군 성주읍 성주산업단지로2길 22	경상북도	성주군 성주읍	128.2867447	35.9373164
한국하니소(주)	1041	충청남도 당진시 송악읍 부곡공단1길 70	충청남도	당진시 송악읍	126.7881675	36.9464833
한국항공우주산업(주)	52856	경상남도 사천시 사남면 공단1로 78	경상남도	사천시 사남면	128.0624398	35.0715185
한국항공우주산업(주)산청	0	경상남도 산청군 금서면 친환경로 2436	경상남도	산청군 금서면	127.853527	35.4160473
한국환경개발(주)	4838	경기도 안산시 단원구 첨단로207번길 5	경기도	안산시 단원구	126.7439312	37.3067582
한농화성대산공장	172	충청남도 서산시 대산읍 독곳리 404-1	충청남도	서산시 대산읍	126.3594157	37.0021403
한닢테크(주)	490	경기도 시흥시 소망공원로 204	경기도	시흥시	126.7209155	37.3341836
한라스택폴주식회사	0	충청북도 청원군 오창읍 과학산업5로 101	충청북도	청주시 청원구 오창읍	127.4157363	36.7061948
한라시멘트주식회사	0	강원도 강릉시 옥계면 산계길 225	강원도	강릉시 옥계면	129.008427	37.5888121
한미정밀화학(주)	1749	경기도 시흥시 경제로 59	경기도	시흥시	126.7050774	37.3387332
한성테크(주)	3	전라북도 익산시 석암로3길 79	전라북도	익산시	127.0040086	35.9537004
한솔이엠이(주)군산사업소	1080	전라북도 군산시 서해로 269	전라북도	군산시	126.5776143	35.9716335
한솔홈데코익산공장	1035	전라북도 익산시 석암로17길 54	전라북도	익산시	127.0177362	35.9562945
한융금속(주)	0	경상북도 경산시 진량읍 공단4로5길 79 한융금속	경상북도	경산시 진량읍	128.8211	35.8705737
한일도요(주)진천공장	0	충청북도 진천군 광혜원면 금천길 21	충청북도	진천군 광혜원면	127.4411724	36.9772557
