주소	학교급	학교명	경도	위도	시도	행정구				
서울특별시 중랑구 용마공원로5길 32 (망우동)	유치원	서울면북초등학교병설유치원	127.1034519	37.5946237	서울특별시	중랑구				
서울특별시 중랑구 용마산로100길 13 (망우동)	초등학교	서울면일초등학교	127.0997979	37.5920729	서울특별시	중랑구				
서울특별시 중랑구 용마산로70길 43 . 서울면중초등학교 (면목동.면중초등학교)	초등학교	서울면중초등학교	127.0966595	37.5823767	서울특별시	중랑구				
서울특별시 중랑구 동일로138길 27 (중화동. 묵동초등학교)	초등학교	서울묵동초등학교	127.0812806	37.6042645	서울특별시	중랑구				
서울특별시 중랑구 동일로157길75 . 서울묵현초등학교 (묵동)	초등학교	서울묵현초등학교	127.0736303	37.6090366	서울특별시	중랑구				
서울특별시 중랑구 동일로157길 75 (묵동.묵현초등학교)	유치원	서울묵현초등학교병설유치원	127.0736303	37.6090366	서울특별시	중랑구				
서울특별시 중랑구 신내로15길 110 서울봉화초등학교	초등학교	서울봉화초등학교	127.0923215	37.6136152	서울특별시	중랑구				
서울특별시 중랑구 동일로126가길 11 (상봉동.상봉초등학교)	초등학교	서울상봉초등학교	127.0837086	37.5984834	서울특별시	중랑구				
서울특별시 중랑구 신내역로1길 136 (신내동)	유치원	서울새솔유치원	127.1099415	37.6176157	서울특별시	중랑구				
서울특별시 중랑구 신내역로1길 164 (신내동)	초등학교	서울새솔초등학교	127.1113346	37.6176927	서울특별시	중랑구				
서울특별시 중랑구 용마산로125나길 22 . 서울신내초등학교 (신내동)	초등학교	서울신내초등학교	127.1000335	37.6045662	서울특별시	중랑구				
서울특별시 중랑구 동일로149길 46 (묵동.신묵초등학교)	초등학교	서울신묵초등학교	127.0755487	37.6070767	서울특별시	중랑구				
서울특별시 중랑구 봉화산로 188 . 서울신현초등학교 (신내동)	초등학교	서울신현초등학교	127.0936591	37.6056743	서울특별시	중랑구				
서울특별시 중랑구 숙선옹주로 109 . 서울원묵초등학교 (묵동)	초등학교	서울원묵초등학교	127.0859845	37.6180397	서울특별시	중랑구				
서울특별시 중랑구 면목로23길 20 . 서울중곡초등학교 (면목동)	초등학교	서울중곡초등학교	127.0832735	37.5745692	서울특별시	중랑구				
서울특별시 중랑구 면목로23길 20 . 중곡초등학교병설유치원 (면목동)	유치원	서울중곡초등학교병설유치원	127.0832735	37.5745692	서울특별시	중랑구				
서울특별시 중랑구 봉우재로6길 26 서울중랑초등학교 (면목동)	초등학교	서울중랑초등학교	127.0754488	37.5890172	서울특별시	중랑구				
서울특별시 중랑구 봉우재로6길 26 (면목동)	유치원	서울중랑초등학교병설유치원	127.0754488	37.5890172	서울특별시	중랑구				
서울특별시 중랑구 동일로 665 (면목동)	초등학교	서울중목초등학교	127.0793795	37.5902188	서울특별시	중랑구				
서울특별시 중랑구 신내로7가길 22 . 중화초등학교 (신내동)	초등학교	서울중화초등학교	127.0944841	37.6033662	서울특별시	중랑구				
서울특별시 중랑구 봉화산로 82 서울중흥초등학교 (중화동)	초등학교	서울중흥초등학교	127.0842348	37.6017851	서울특별시	중랑구				
서울특별시 중랑구 동일로 834 (중화동)	유치원	세종유치원	127.0792243	37.6049697	서울특별시	중랑구				
서울특별시 중랑구 양원역로 50 (망우동)	고등학교	송곡고등학교	127.1068328	37.6057579	서울특별시	중랑구				
서울특별시 중랑구 양원역로 67 . 송곡관광고등학교 (망우동)	고등학교	송곡관광고등학교	127.10515	37.6068821	서울특별시	중랑구				
서울특별시 중랑구 양원역로 67 . 송곡여자고등학교 (망우동)	고등학교	송곡여자고등학교	127.10515	37.6068821	서울특별시	중랑구				
서울특별시 중랑구 양원역로 67 (망우본동	중학교	송곡여자중학교	127.10515	37.6068821	서울특별시	중랑구				
서울특별시 중랑구 중랑역로 35-1 .  수산유치원 (중화동)	유치원	수산유치원	127.0759798	37.5975413	서울특별시	중랑구				
서울특별시 중랑구 면목로44길 55 (면목동)	유치원	신일유치원	127.091679	37.5810813	서울특별시	중랑구				
서울특별시 중랑구 봉화산로 174 . 신현고등학교 (상봉동)	고등학교	신현고등학교	127.0929542	37.6053321	서울특별시	중랑구				
서울특별시 중랑구 봉화산로 162 . 신현중학교 (상봉동)	중학교	신현중학교	127.0914719	37.604218	서울특별시	중랑구				
서울특별시 중랑구 중랑역로 47 (중화동)	유치원	아랑유치원	127.0767193	37.5981509	서울특별시	중랑구				
서울특별시 중랑구 망우로73길 56 (망우동)	중학교	영란여자중학교	127.1050705	37.6033914	서울특별시	중랑구				
서울특별시 중랑구 신내로19길 42 . 6단지내 (신내동)	유치원	영은유치원	127.0913994	37.6155475	서울특별시	중랑구				
서울특별시 중랑구 사가정로 51길 38 영진유치원	유치원	영진유치원	127.0881502	37.5825248	서울특별시	중랑구				
서울특별시 중랑구 신내로 51 (신내동)	유치원	예원유치원	127.0947898	37.6048367	서울특별시	중랑구				
서울특별시 중랑구 겸재로27길 71-8 (면목동)예지유치원	유치원	예지유치원	127.0845656	37.5905551	서울특별시	중랑구				
서울특별시 중랑구 면목로28길 18 . 용마중학교 (면목동)	중학교	용마중학교	127.0859855	37.5743005	서울특별시	중랑구				
서울특별시 중랑구 숙선옹주로 82 (묵동)	고등학교	원묵고등학교	127.0859595	37.6156649	서울특별시	중랑구				
서울특별시 중랑구 신내로23길 57 . 원묵중학교 (묵동)	중학교	원묵중학교	127.0845217	37.6178483	서울특별시	중랑구				
서울특별시 중랑구 동일로130길 28 (중화동) 유리유치원	유치원	유리유치원	127.0815662	37.5996341	서울특별시	중랑구				
서울특별시 중랑구 숙선옹주로 91 . 묵1동 13 (묵동. 신내아파트)	유치원	윤경유치원	127.0848708	37.6166943	서울특별시	중랑구				
서울특별시 중랑구 동일로 752 은성유치원 (중화동. 한신아파트 단지내)	유치원	은성유치원	127.0823486	37.5972356	서울특별시	중랑구				
서울특별시 중랑구 신내로7다길 57 (상봉동.건영2차아파트)	유치원	이루니유치원	127.0917803	37.6016369	서울특별시	중랑구				
서울특별시 중랑구 망우로73길 56 (망우동.이화여대병설미디어고등학교  영란여중)	고등학교	이화여자대학교병설미디어고등학교	127.1050705	37.6033914	서울특별시	중랑구				
서울특별시 중랑구 동일로 780 (중화동.장안중학교)	중학교	장안중학교	127.0813872	37.6005811	서울특별시	중랑구				
서울특별시 중랑구 동일로140길 33 (중화동)	중학교	중랑중학교	127.0812728	37.6052491	서울특별시	중랑구				
서울특별시 중랑구 봉화산로27길 62 . 중화고등학교 (중화동)	고등학교	중화고등학교	127.0833226	37.6043909	서울특별시	중랑구				
서울특별시 중랑구 용마산로 364 . (면목3.8동 83번지) (면목동)	중학교	중화중학교	127.0952498	37.5845819	서울특별시	중랑구				
서울특별시 중랑구 상봉중앙로1가길 13 . 진달래빌딩 (상봉동)	유치원	진달래유치원	127.0868696	37.5987425	서울특별시	중랑구				
서울특별시 중랑구 신내로23길 36 . 태릉고등학교 (묵동)	고등학교	태릉고등학교	127.0857095	37.6190146	서울특별시	중랑구				
서울특별시 중랑구 공릉로2길 60-25 . 태릉중학교 (묵동)	중학교	태릉중학교	127.0832474	37.6122902	서울특별시	중랑구				
서울특별시 중랑구 봉우재로58길 39 (망우동)	고등학교	혜원여자고등학교	127.0968591	37.5931005	서울특별시	중랑구				
서울특별시 중랑구 봉우재로 58길 39 (망우동)	중학교	혜원여자중학교	127.0968591	37.5931005	서울특별시	중랑구				
세종특별자치시 달빛로 174 (아름동)	초등학교	아름초등학교	127.2516581	36.5145891	세종특별자치시	달빛로				
세종특별자치시 조치원읍 대동학교길 11	초등학교	조치원대동초등학교	127.2936402	36.5965635	세종특별자치시	조치원읍				
세종특별자치시  마음안1로 22 (고운동)	유치원	가락유치원	127.2308839	36.5150837	세종특별자치시	세종시				
세종특별자치시  마음로 208 고운동 719	초등학교	가락초등학교	127.2309458	36.5157883	세종특별자치시	세종시				
세종특별자치시  보람로 71 가온유치원	유치원	가온유치원	127.2623133	36.5147266	세종특별자치시	세종시				
세종특별자치시  금남면 감성길 6 . 감성초등학교 (금남면)	초등학교	감성초등학교	127.288838	36.443251	세종특별자치시	세종시				
세종특별자치시  금남면 감성길 6 . 감성초등학교 (금남면)	유치원	감성초등학교병설유치원	127.288838	36.443251	세종특별자치시	세종시				
세종특별자치시  마음안로 93 (고운동)	고등학교	고운고등학교	127.2330116	36.5102885	세종특별자치시	세종시				
세종특별자치시  만남로 47 . 고운유치원 (고운동)	유치원	고운유치원	127.2371595	36.5041796	세종특별자치시	세종시				
세종특별자치시  만남로 65 (고운동)	중학교	고운중학교	127.2377218	36.5053393	세종특별자치시	세종시				
세종특별자치시  만남로 45 (고운동)	초등학교	고운초등학교	127.2364582	36.5037702	세종특별자치시	세종시				
세종특별자치시  금남면 금남구즉로 62 (금남면)	초등학교	금남초등학교	127.2886591	36.4723007	세종특별자치시	세종시				
세종특별자치시  금남면 금남구즉로 62 (금남면)	유치원	금남초등학교병설유치원	127.2886591	36.4723007	세종특별자치시	세종시				
세종특별자치시  금남면 금남구즉로 196 (금남면. 금호중학교)	중학교	금호중학교	127.2994057	36.47761	세종특별자치시	세종시				
세종특별자치시  달빛1로 107 . 나래유치원 (아름동)	유치원	나래유치원	127.2454483	36.5088462	세종특별자치시	세종시				
세종특별자치시  달빛1로 108 (아름동)	초등학교	나래초등학교	127.2464145	36.5086959	세종특별자치시	세종시				
세종특별자치시  다솜1로 175 . 늘봄유치원 (도담동)	유치원	늘봄유치원	127.2548727	36.5134561	세종특별자치시	세종시				
세종특별자치시  다솜1로 183 (도담동)	초등학교	늘봄초등학교	127.2551604	36.514032	세종특별자치시	세종시				
세종특별자치시  달빛1로 5 . 다빛유치원 (종촌동)	유치원	다빛유치원	127.2444358	36.4998645	세종특별자치시	세종시				
세종특별자치시  달빛1로 7 (종촌동)	초등학교	다빛초등학교	127.2440807	36.5000633	세종특별자치시	세종시				
세종특별자치시  보듬4로 41 . 도담고등학교 (도담동)	고등학교	도담고등학교	127.2637226	36.5141279	세종특별자치시	세종시				
세종특별자치시  보람로 77 . 도담유치원 (도담동)	유치원	도담유치원	127.2617051	36.5153633	세종특별자치시	세종시				
세종특별자치시  보람로 80 (도담동)	중학교	도담중학교	127.2633744	36.5155152	세종특별자치시	세종시				
세종특별자치시  보람로 33 . 도담초등학교 (도담동)	초등학교	도담초등학교	127.2625121	36.5117956	세종특별자치시	세종시				
세종특별자치시  도움3로 126 . 도란유치원 (종촌동)	유치원	도란유치원	127.2468979	36.5053673	세종특별자치시	세종시				
세종특별자치시  마음안1로 53 (고운동)	고등학교	두루고등학교	127.2274181	36.5162522	세종특별자치시	세종시				
세종특별자치시  만남로 223 . 두루유치원 (고운동)	유치원	두루유치원	127.2386772	36.519162	세종특별자치시	세종시				
세종특별자치시  만남로 211 (고운동)	중학교	두루중학교	127.2385568	36.5177117	세종특별자치시	세종시				
세종특별자치시  만남로 227 (고운동)	초등학교	두루초등학교	127.2384878	36.5196902	세종특별자치시	세종시				
세종특별자치시  나리로 26-10 (한솔동)	유치원	미르유치원	127.2544698	36.4731677	세종특별자치시	세종시				
세종특별자치시  나리로 26-16 (한솔동)	초등학교	미르초등학교	127.2538532	36.4723824	세종특별자치시	세종시				
세종특별자치시  남세종로 416 (보람동)	유치원	보람유치원	127.2935299	36.4789377	세종특별자치시	세종시				
세종특별자치시  보람동로 39 . 보람초등학교 (보람동)	초등학교	보람초등학교	127.2933033	36.4795891	세종특별자치시	세종시				
세종특별자치시  부강면 부강로 25-7 (부강면)	중학교	부강중학교	127.36545	36.5261583	세종특별자치시	세종시				
세종특별자치시  부강면 부강로 15 (부강면) 부강초등학교	초등학교	부강초등학교	127.366725	36.52755	세종특별자치시	세종시				
세종특별자치시  부강면 부강로 15 . 부강초등학교병설유치원 (부강면)	유치원	부강초등학교병설유치원	127.366725	36.52755	세종특별자치시	세종시				
세종특별자치시  어울로 41 (새롬동)	중학교	새롬중학교	127.249602	36.4813713	세종특별자치시	세종시				
세종특별자치시  다솜로 22 (어진동)	고등학교	성남고등학교	127.2555499	36.4968743	세종특별자치시	세종시				
세종특별자치시  조치원읍 새내6길 30 (조치원읍)	유치원	성모유치원	127.3001517	36.5979613	세종특별자치시	세종시				
세종특별자치시  조치원읍 조치원중고길 10 (조치원읍)	고등학교	세종고등학교	127.299584	36.6114228	세종특별자치시	세종시				
세종특별자치시  달빛1로 265 (아름동)	고등학교	세종과학예술영재학교	127.2486034	36.5223549	세종특별자치시	세종시				
세종특별자치시  달빛1로 251 . 세종국제고등학교 (아름동)	고등학교	세종국제고등학교	127.2468069	36.5215788	세종특별자치시	세종시				
세종특별자치시  만남로 326-14 (고운동) 470-5	특수학교	세종누리학교	127.2426902	36.5253516	세종특별자치시	세종시				
세종특별자치시  연서면 도원로 63 . 세종도원초등학교 (연서면)	초등학교	세종도원초등학교	127.2872582	36.5859313	세종특별자치시	세종시				
세종특별자치시  연서면 도원로 63 세종도원초등학교 병설유치원 (연서면)	유치원	세종도원초등학교병설유치원	127.2872582	36.5859313	세종특별자치시	세종시				
세종특별자치시  조치원읍 봉산로 16 . 세종여자고등학교 (조치원읍)	고등학교	세종여자고등학교	127.287425	36.6073737	세종특별자치시	세종시				
세종특별자치시  부강면 문곡달미길 6 (부강면)	고등학교	세종하이텍고등학교	127.3830625	36.526475	세종특별자치시	세종시				
세종특별자치시  남세종로 340 (소담동)	중학교	소담중학교	127.301634	36.4820839	세종특별자치시	세종시				
세종특별자치시  소정면 학교말길 10 . 소정초등학교 (소정면)	초등학교	소정초등학교	127.1590112	36.7211314	세종특별자치시	세종시				
세종특별자치시  소정면 학교말길 10 . 소정초등학교 병설유치원 (소정면)	유치원	소정초등학교병설유치원	127.1590112	36.7211314	세종특별자치시	세종시				
세종특별자치시  연기면 눌왕길 8-45 . 수왕초등학교 (연기면)	초등학교	수왕초등학교	127.2522374	36.5435907	세종특별자치시	세종시				
세종특별자치시  연기면 눌왕길 8-45 . 수왕초등학교 (연기면)	유치원	수왕초등학교병설유치원	127.2522374	36.5435907	세종특별자치시	세종시				
세종특별자치시  만남로 264 슬기유치원 (고운동)	유치원	슬기유치원	127.2417669	36.5204618	세종특별자치시	세종시				
세종특별자치시  연서면 벌말길 73 . 쌍류초등학교 (연서면)	초등학교	쌍류초등학교	127.2099844	36.5993149	세종특별자치시	세종시				
세종특별자치시  연서면 벌말길 73 . 쌍류초등학교 (연서면)	유치원	쌍류초등학교병설유치원	127.2099844	36.5993149	세종특별자치시	세종시				
세종특별자치시  달빛1로 151 (아름동)	고등학교	아름고등학교	127.2451272	36.5127902	세종특별자치시	세종시				
세종특별자치시  달빛1로 173-10 . 아름유치원 (아름동)	유치원	아름유치원	127.244832	36.5151311	세종특별자치시	세종시				
세종특별자치시  달빛1로 167 (아름동)	중학교	아름중학교	127.2450655	36.5144362	세종특별자치시	세종시				
세종특별자치시  연서면 월성로 141 (연서면)	유치원	아이마루유치원	127.2821488	36.5832883	세종특별자치시	세종시				
세종특별자치시  갈매로 518 (도담동)	고등학교	양지고등학교	127.2682973	36.5092879	세종특별자치시	세종시				
세종특별자치시  보듬8로 13 . 양지유치원 (도담동)	유치원	양지유치원	127.2610696	36.5186049	세종특별자치시	세종시				
세종특별자치시  갈매로 512 (도담동)	중학교	양지중학교	127.2684379	36.5086653	세종특별자치시	세종시				
세종특별자치시  보듬8로 11 . 양지초등학교 (도담동)	초등학교	양지초등학교	127.2602362	36.5186049	세종특별자치시	세종시				
세종특별자치시  다솜로 10 (어진동)	중학교	어진중학교	127.2548446	36.4980746	세종특별자치시	세종시				
세종특별자치시  연기면 연기길 2 . 연남초등학교 (연기면)	초등학교	연남초등학교	127.2782812	36.5436997	세종특별자치시	세종시				
세종특별자치시  연기면 연기길 2 . 연남초등학교 (연기면)	유치원	연남초등학교병설유치원	127.2782812	36.5436997	세종특별자치시	세종시				
세종특별자치시  연동면 내판로 10-13 (연동면)	중학교	연동중학교	127.330463	36.554067	세종특별자치시	세종시				
세종특별자치시  연동면 청연로 606-36 (연동면)	초등학교	연동초등학교	127.326663	36.560092	세종특별자치시	세종시				
세종특별자치시  연동면 청연로 606-36 (연동면)	유치원	연동초등학교병설유치원	127.326663	36.560092	세종특별자치시	세종시				
세종특별자치시  연서면 당산로 357-1 (연서면)	초등학교	연봉초등학교	127.2823309	36.5642931	세종특별자치시	세종시				
세종특별자치시  연서면 당산로 357-1 (연서면)	유치원	연봉초등학교병설유치원	127.2823309	36.5642931	세종특별자치시	세종시				
세종특별자치시  연서면 연서로 115 . 연서중학교 (연서면)	중학교	연서중학교	127.257825	36.5808	세종특별자치시	세종시				
세종특별자치시  연서면 연서로 148 . 연서초등학교 (연서면)	초등학교	연서초등학교	127.2540763	36.5828799	세종특별자치시	세종시				
세종특별자치시  연서면 연서로 148 . 연서초등학교벙설유치원 (연서면)	유치원	연서초등학교병설유치원	127.2540763	36.5828799	세종특별자치시	세종시				
세종특별자치시  다솜로 291 . 연세유치원 (어진동)	유치원	연세유치원	127.2718401	36.5055872	세종특별자치시	세종시				
세종특별자치시  다솜로 291 (어진동)	초등학교	연세초등학교	127.2718401	36.5055872	세종특별자치시	세종시				
세종특별자치시  도움3로 47-9 . 연양유치원 (어진동)	유치원	연양유치원	127.2555389	36.5028016	세종특별자치시	세종시				
세종특별자치시  도움3로 37 연양초등학교 (어진동)	초등학교	연양초등학교	127.2559205	36.5029637	세종특별자치시	세종시				
세종특별자치시  만남로 170 (고운동)	유치원	온빛유치원	127.2399641	36.5143255	세종특별자치시	세종시				
세종특별자치시  만남로 174 (고운동)	초등학교	온빛초등학교	127.2402631	36.5147459	세종특별자치시	세종시				
세종특별자치시  도움1로 43 . 올망유치원 (종촌동)	유치원	올망유치원	127.2546387	36.501012	세종특별자치시	세종시				
세종특별자치시  마음로 130 . 으뜸유치원 (고운동)	유치원	으뜸유치원	127.2308433	36.5090484	세종특별자치시	세종시				
세종특별자치시  마음로 132 . 으뜸초등학교 (고운동)	초등학교	으뜸초등학교	127.2310431	36.5096345	세종특별자치시	세종시				
세종특별자치시  장군면 태산길 50-1 (장군면)	초등학교	의랑초등학교	127.1908123	36.550391	세종특별자치시	세종시				
세종특별자치시  장군면 태산길 50-1 (장군면)	유치원	의랑초등학교병설유치원	127.1908123	36.550391	세종특별자치시	세종시				
세종특별자치시  장군면 장척로 359 . 장기중학교 (장군면)	중학교	장기중학교	127.20165	36.494226	세종특별자치시	세종시				
세종특별자치시  장군면 장척로 398-9 (장군면)	초등학교	장기초등학교	127.205838	36.496276	세종특별자치시	세종시				
세종특별자치시  장군면 장척로 398-9 (장군면)	유치원	장기초등학교병설유치원	127.205838	36.496276	세종특별자치시	세종시				
세종특별자치시  전동면 하노장3길 9 (전동면) 전동초등학교	초등학교	전동초등학교	127.2656705	36.6565836	세종특별자치시	세종시				
세종특별자치시  전동면 하노장3길 9 . 전동초등학교병설유치원 (전동면)	유치원	전동초등학교병설유치원	127.2656705	36.6565836	세종특별자치시	세종시				
세종특별자치시  전의면 오얏고지길 3-8 (전의면)	유치원	전의유치원	127.2068307	36.6753371	세종특별자치시	세종시				
세종특별자치시  전의면 운주산로 1260-6 .전의중학교	중학교	전의중학교	127.1976044	36.6814495	세종특별자치시	세종시				
세종특별자치시  전의면 운주산로 1204-9 (전의면)	초등학교	전의초등학교	127.2027994	36.6807573	세종특별자치시	세종시				
세종특별자치시  전의면 운주산로 1204-9 (전의면)	유치원	전의초등학교병설유치원	127.2027994	36.6807573	세종특별자치시	세종시				
세종특별자치시  조치원읍 새내 18길 21 (조치원읍)	초등학교	조치원교동초등학교	127.2982894	36.605747	세종특별자치시	세종시				
세종특별자치시  조치원읍 새내18길 21 . 조치원교동초등학교병설유치원 (조치원읍)	유치원	조치원교동초등학교병설유치원	127.2982894	36.605747	세종특별자치시	세종시				
세종특별자치시  조치원읍 대동학교길 11 . 대동초등학교 병설유치원 (조치원읍)	유치원	조치원대동초등학교병설유치원	127.2936402	36.5965635	세종특별자치시	세종시				
세종특별자치시  조치원읍 조치원10길 35 . 조치원명동초등학교 (조치원읍)	초등학교	조치원명동초등학교	127.3045249	36.601094	세종특별자치시	세종시				
세종특별자치시  조치원읍 조치원10길 35 . 조치원명동초등학교병설유치원 (조치원읍)	유치원	조치원명동초등학교병설유치원	127.3045249	36.601094	세종특별자치시	세종시				
세종특별자치시  조치원읍 향나무길 10 . 조치원신봉초등학교 (조치원읍)	초등학교	조치원신봉초등학교	127.2884665	36.6038313	세종특별자치시	세종시				
세종특별자치시  조치원읍 향나무길 10 . 조치원신봉초등학교 병설유치원 (조치원읍)	유치원	조치원신봉초등학교병설유치원	127.2884665	36.6038313	세종특별자치시	세종시				
세종특별자치시  조치원읍 새내로 160 (조치원읍)	중학교	조치원여자중학교	127.2982097	36.6061632	세종특별자치시	세종시				
세종특별자치시  조치원읍 조치원중고길 10-1 . 조치원중학교 (조치원읍)	중학교	조치원중학교	127.2993534	36.6122796	세종특별자치시	세종시				
세종특별자치시  달빛1로 60 (종촌동)	고등학교	종촌고등학교	127.2458378	36.5046306	세종특별자치시	세종시				
세종특별자치시  도움1로 164 . 종촌유치원 (종촌동)	유치원	종촌유치원	127.2416463	36.502353	세종특별자치시	세종시				
세종특별자치시  도움1로 126 . 종촌중학교 (종촌동)	중학교	종촌중학교	127.2456187	36.5026626	세종특별자치시	세종시				
세종특별자치시  도움1로 160 (종촌동)	초등학교	종촌초등학교	127.2419588	36.5030387	세종특별자치시	세종시				
세종특별자치시  노을1로 27 (한솔동)	유치원	참샘유치원	127.2593517	36.4794929	세종특별자치시	세종시				
세종특별자치시  노을1로 29 . 참샘초등학교 (한솔동)	초등학교	참샘초등학교	127.2586108	36.479144	세종특별자치시	세종시				
세종특별자치시  다솜1로 130 . 초롱별유치원 (도담동)	유치원	초롱별유치원	127.2565888	36.5097512	세종특별자치시	세종시				
세종특별자치시  누리로 34 (한솔동)	고등학교	한솔고등학교	127.2528069	36.4786293	세종특별자치시	세종시				
세종특별자치시  누리로 32 (한솔동)	유치원	한솔유치원	127.2525098	36.4775447	세종특별자치시	세종시				
세종특별자치시  나리로 43 (한솔동)	중학교	한솔중학교	127.2548876	36.4760428	세종특별자치시	세종시				
세종특별자치시  누리로 32 (한솔동)	초등학교	한솔초등학교	127.2525098	36.4775447	세종특별자치시	세종시				
울산광역시 남구 중앙로28번길 5-11 . 강남새싹유치원 (야음동	유치원	강남새싹유치원	129.3186013	35.5245937	울산광역시	남구				
울산광역시 남구 중앙로166번길 51 . 강남초등학교 (달동)	초등학교	강남초등학교	129.3188853	35.5382787	울산광역시	남구				
울산광역시 남구 중앙로166번길 51 . 강남초등학교 병설유치원 (달동)	유치원	강남초등학교병설유치원	129.3188853	35.5382787	울산광역시	남구				
울산광역시 남구 두왕로106번길 28-6 (선암동)	초등학교	개운초등학교	129.3119709	35.5133311	울산광역시	남구				
울산광역시 남구 두왕로 106 (선암동)	유치원	개운초등학교병설유치원	129.3095232	35.5126234	울산광역시	남구				
울산광역시 남구 문수로 344번길.4 격동초등학교 (옥동)	초등학교	격동초등학교	129.2901506	35.5342555	울산광역시	남구				
울산광역시 남구 대공원로 62 (옥동)	유치원	경희자연과학유치원	129.2903488	35.5330393	울산광역시	남구				
울산광역시 남구 중앙로 15 (야음동)	유치원	금란유치원	129.318462	35.5229992	울산광역시	남구				
울산광역시 남구 거마로 17 . 남산초등학교 (옥동)	초등학교	남산초등학교	129.29565	35.537125	울산광역시	남구				
울산광역시 남구 거마로5번길 17 (옥동)	유치원	남산초등학교병설유치원	129.2933392	35.53504	울산광역시	남구				
울산광역시 남구 돋질로302번길 8 . 남선미유치원(삼산동 1547-1)	유치원	남선미유치원	129.3374315	35.54347	울산광역시	남구				
울산광역시 남구 돋질로 254 (달동.노벨유치원)	유치원	노벨유치원	129.332917	35.5432466	울산광역시	남구				
울산광역시 남구 수암로 164 . 대현고등학교 (야음동)	고등학교	대현고등학교	129.324475	35.526225	울산광역시	남구				
울산광역시 남구 왕생로86번길 33 (달동)	중학교	대현중학교	129.3335393	35.5426988	울산광역시	남구				
울산광역시 남구 수암로 165-3 (야음동.대현초등학교)	초등학교	대현초등학교	129.324588	35.528167	울산광역시	남구				
울산광역시 남구 수암로 165-3 (야음동)	유치원	대현초등학교병설유치원	129.324588	35.528167	울산광역시	남구				
울산광역시 남구 번영로54번길 25 . 도산초등학교 (야음동)	초등학교	도산초등학교	129.3333948	35.5307411	울산광역시	남구				
울산광역시 남구 신정로 6 (달동)동백초등학교	초등학교	동백초등학교	129.323737	35.533075	울산광역시	남구				
울산광역시 남구 도산로77번길 13-34 (달동. 동평중학교)	중학교	동평중학교	129.3247	35.533992	울산광역시	남구				
울산광역시 남구 도산로77번길 13-14 . 동평초등학교 (달동)	초등학교	동평초등학교	129.325675	35.533292	울산광역시	남구				
울산광역시 남구 도산로77번길 13-14 (달동)	유치원	동평초등학교병설유치원	129.325675	35.533292	울산광역시	남구				
울산광역시 남구 대학로1번길 17-28 . 무거고등학교 (무거동)	고등학교	무거고등학교	129.2507303	35.5365727	울산광역시	남구				
울산광역시 남구 대학로1번길 17-18 . 무거중학교 (무거동)	중학교	무거중학교	129.2515092	35.5376645	울산광역시	남구				
울산광역시 남구 울밀로 2905 (무거동)	고등학교	문수고등학교	129.26525	35.55575	울산광역시	남구				
울산광역시 남구 옥현로 6 (무거동)	중학교	문수중학교	129.257138	35.5384	울산광역시	남구				
울산광역시 남구 돋질로 339 (삼산동)	초등학교	백합초등학교	129.3419487	35.5441252	울산광역시	남구				
울산광역시 남구 어은로3번길 7 (무거동.베델유치원)	유치원	베델유치원	129.2721972	35.5500409	울산광역시	남구				
울산광역시 남구 돋질로 339 . 13 (삼산동)	고등학교	삼산고등학교	129.3419487	35.5441252	울산광역시	남구				
울산광역시 남구 남중로108번길 19 (삼산동. 삼산초등학교)	초등학교	삼산초등학교	129.3497445	35.544735	울산광역시	남구				
울산광역시 남구 남중로108번길 19 (삼산동. 삼산초등학교)	유치원	삼산초등학교병설유치원	129.3497445	35.544735	울산광역시	남구				
울산광역시 남구 돋질로 251 (달동) 25	초등학교	삼신초등학교	129.3322842	35.5436354	울산광역시	남구				
울산광역시 남구 두왕로190번길 59 . 삼일여고 (선암동)	고등학교	삼일여자고등학교	129.317388	35.516483	울산광역시	남구				
울산광역시 남구 삼호로38번길 6 . 삼호중학교 (무거동)	중학교	삼호중학교	129.267812	35.549442	울산광역시	남구				
울산광역시 남구 북부순환도로19번길 8 . 삼호초등학교  (무거동)	초등학교	삼호초등학교	129.2649125	35.5527833	울산광역시	남구				
울산광역시 남구 북부순환도로19번길 8 . 삼호초등학교 (무거동)	유치원	삼호초등학교병설유치원	129.2649125	35.5527833	울산광역시	남구				
울산광역시 남구 삼호로149번길 22 . 새꿈동산유치원 (무거동)	유치원	새꿈동산유치원	129.2800808	35.5488599	울산광역시	남구				
울산광역시 남구 화합로71번길 17 (야음동) 새라유치원	유치원	새라유치원	129.3393237	35.5314072	울산광역시	남구				
울산광역시 남구 꽃대나리로46번길 5 . 새울산유치원 (야음동)	유치원	새울산유치원	129.335319	35.5328246	울산광역시	남구				
울산광역시 남구 수암로155번길 22-7 (야음동)서울유치원	유치원	서울유치원	129.3229794	35.5288442	울산광역시	남구				
울산광역시 남구 산업로325번길 4 (선암동.선암초등학교)	초등학교	선암초등학교	129.337813	35.514642	울산광역시	남구				
울산광역시 남구 산업로325번길 4 (선암동) 선암초등학교	유치원	선암초등학교병설유치원	129.337813	35.514642	울산광역시	남구				
울산광역시 남구 남부순환도로 97 (옥동)	고등학교	성광여자고등학교	129.2658912	35.543258	울산광역시	남구				
울산광역시 남구 문수로 321 . 4 (옥동)	유치원	소정숲유치원	129.2887557	35.5356009	울산광역시	남구				
